,Protein_Group,Protein_Ids,Protein_Names,Genes,First_Protein_Description,1139,3058,Peptides
226,Q8K012,Q8K012,FBP1L_MOUSE,Fnbp1l,Formin-binding protein 1-like,0.0,26602.7,
227,P35922,P35922,FMR1_MOUSE,Fmr1,Fragile X messenger ribonucleoprotein 1,0.0,74012.0,
228,Q9ER35,Q9ER35,FN3K_MOUSE,Fn3k,Fructosamine-3-kinase,0.0,11186.4,
229,Q921G8,Q921G8,GCP2_MOUSE,Tubgcp2,Gamma-tubulin complex component 2,0.0,51304.7,
230,Q8BQU6,Q8BQU6,CXG2_MOUSE,Gjc2,Gap junction gamma-2 protein,0.0,20931.3,
231,Q8C0M0,Q8C0M0,WDR59_MOUSE,Wdr59,GATOR complex protein WDR59,0.0,16788.6,
232,Q3THK3,Q3THK3,T2FA_MOUSE,Gtf2f1,General transcription factor IIF subunit 1,0.0,14929.7,
233,Q9Z1Z0,Q9Z1Z0,USO1_MOUSE,Uso1,General vesicular transport factor p115,0.0,16167.5,
234,Q9WUU9,Q9WUU9,GANP_MOUSE,Mcm3ap,Germinal-center associated nuclear protein,0.0,28531.8,
235,Q8BZM1,Q8BZM1,GLMN_MOUSE,Glmn,Glomulin,0.0,14002.3,
236,P06537,P06537,GCR_MOUSE,Nr3c1,Glucocorticoid receptor,0.0,30261.5,
237,Q8BML9,Q8BML9,SYQ_MOUSE,Qars1,Glutamine--tRNA ligase,0.0,25758.2,
238,Q80Y14,Q80Y14,GLRX5_MOUSE,Glrx5,"Glutaredoxin-related protein 5, mitochondrial",0.0,27458.6,
239,Q99JP7,Q99JP7,GGT7_MOUSE,Ggt7,Glutathione hydrolase 7,0.0,23868.4,
240,P11352,P11352,GPX1_MOUSE,Gpx1,Glutathione peroxidase 1,0.0,69100.7,
241,Q2NL51,Q2NL51,GSK3A_MOUSE,Gsk3a,Glycogen synthase kinase-3 alpha,0.0,34135.7,
242,Q8C561,Q8C561,LMBD2_MOUSE,Lmbrd2,G-protein coupled receptor-associated protein LMBRD2,0.0,6704.9,
243,Q8BUY8,Q8BUY8,GASP2_MOUSE,Gprasp2,G-protein coupled receptor-associated sorting protein 2,0.0,19596.6,
244,Q8C5Q4,Q8C5Q4,GRSF1_MOUSE,Grsf1,G-rich sequence factor 1,0.0,20629.1,
245,Q60631,Q60631,GRB2_MOUSE,Grb2,Growth factor receptor-bound protein 2,0.0,74036.9,
246,O08582,O08582,GTPB1_MOUSE,Gtpbp1,GTP-binding protein 1,0.0,27329.5,
247,P70425,P70425,RIT2_MOUSE,Rit2,GTP-binding protein Rit2,0.0,25092.8,
248,Q64096,Q64096,MCF2L_MOUSE,Mcf2l,Guanine nucleotide exchange factor DBS,0.0,5621.3,
249,Q9ERL9,Q9ERL9,GCYA1_MOUSE,Gucy1a1,Guanylate cyclase soluble subunit alpha-1,0.0,14507.6,
250,Q61418,Q61418,CLCN4_MOUSE,Clcn4,H(+)/Cl(-) exchange transporter 4,0.0,35459.5,
251,Q9CQS2,Q9CQS2,NOP10_MOUSE,Nop10,H/ACA ribonucleoprotein complex subunit 3,0.0,11971.0,
252,Q8C547,Q8C547,HTR5B_MOUSE,Heatr5b,HEAT repeat-containing protein 5B,0.0,42693.6,
253,P51859,P51859,HDGF_MOUSE,Hdgf,Hepatoma-derived growth factor,0.0,54838.2,
254,Q3UMU9,Q3UMU9,HDGR2_MOUSE,Hdgfl2,Hepatoma-derived growth factor-related protein 2,0.0,34664.5,
255,Q7TMK9,Q7TMK9,HNRPQ_MOUSE,Syncrip,Heterogeneous nuclear ribonucleoprotein Q,0.0,595804.0,
256,Q8VDM6,Q8VDM6,HNRL1_MOUSE,Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,0.0,437715.0,
257,P70288,P70288,HDAC2_MOUSE,Hdac2,Histone deacetylase 2,0.0,63288.9,
258,Q9Z2V6,Q9Z2V6,HDAC5_MOUSE,Hdac5,Histone deacetylase 5,0.0,15391.0,
259,Q60973,Q60972;Q60973,RBBP7_MOUSE,Rbbp7,Histone-binding protein RBBP7,0.0,50666.1,
260,Q8BGC0,Q8BGC0,HTSF1_MOUSE,Htatsf1,HIV Tat-specific factor 1 homolog,0.0,36292.8,
261,Q8BJA3,Q8BJA3,HMBX1_MOUSE,Hmbox1,Homeobox-containing protein 1,0.0,14554.2,
262,Q60766,Q60766,IRGM1_MOUSE,Irgm1,Immunity-related GTPase family M protein 1,0.0,19031.6,
263,Q8VIM9,Q8VIM9,IRGQ_MOUSE,Irgq,Immunity-related GTPase family Q protein,0.0,35308.2,
264,O35343,O35343,IMA3_MOUSE,Kpna4,Importin subunit alpha-3,0.0,41538.1,
265,O35344,O35344,IMA4_MOUSE,Kpna3,Importin subunit alpha-4,0.0,55060.8,
266,Q60960,Q60960,IMA5_MOUSE,Kpna1,Importin subunit alpha-5,0.0,162232.0,
267,Q9EPL8,Q9EPL8,IPO7_MOUSE,Ipo7,Importin-7,0.0,162248.0,
268,Q3USB7;Q8K394,Q3USB7;Q8K394,PLCL1_MOUSE;PLCL2_MOUSE,Plcl1;Plcl2,Inactive phospholipase C-like protein 1,0.0,105999.0,
269,Q9D892,Q9D892,ITPA_MOUSE,Itpa,Inosine triphosphate pyrophosphatase,0.0,39759.2,
270,P24547,P24547,IMDH2_MOUSE,Impdh2,Inosine-5'-monophosphate dehydrogenase 2,0.0,7226.98,
271,Q6NVF0,Q6NVF0,OCRL_MOUSE,Ocrl,Inositol polyphosphate 5-phosphatase OCRL,0.0,16275.9,
272,Q9EPW0,Q9EPW0,INP4A_MOUSE,Inpp4a,Inositol polyphosphate-4-phosphatase type I A,0.0,29983.2,
273,Q8BYN3,Q8BYN3,ITPK1_MOUSE,Itpk1,Inositol-tetrakisphosphate 1-kinase,0.0,33964.4,
274,P81122,P81122,IRS2_MOUSE,Irs2,Insulin receptor substrate 2,0.0,15917.5,
275,Q9JHR7,Q9JHR7,IDE_MOUSE,Ide,Insulin-degrading enzyme,0.0,0.0,
276,Q6P4S8,Q6P4S8,INT1_MOUSE,Ints1,Integrator complex subunit 1,0.0,15927.4,
277,O55222,O55222,ILK_MOUSE,Ilk,Integrin-linked protein kinase,0.0,24146.7,
278,Q9Z1X4,Q91WM1;Q9Z1X4,ILF3_MOUSE,Ilf3,Interleukin enhancer-binding factor 3,0.0,1263960.0,
279,Q62406,Q62406,IRAK1_MOUSE,Irak1,Interleukin-1 receptor-associated kinase 1,0.0,5147.11,
280,Q0GNC1,Q0GNC1,INF2_MOUSE,Inf2,Inverted formin-2,0.0,48251.3,
281,Q8BP00,Q8BP00,IQCB1_MOUSE,Iqcb1,IQ calmodulin-binding motif-containing protein 1,0.0,22190.3,
282,P97825,P97825,JUPI1_MOUSE,Jpt1,Jupiter microtubule associated homolog 1,0.0,19649.1,
283,Q6PGH2,Q6PGH2,JUPI2_MOUSE,Jpt2,Jupiter microtubule associated homolog 2,0.0,41217.0,
284,Q61955,Q61955,KLK8_MOUSE,Klk8,Kallikrein-8,0.0,0.0,
285,Q8BG40,Q8BG40,KTNB1_MOUSE,Katnb1,Katanin p80 WD40 repeat-containing subunit B1,0.0,34917.6,
286,Q91XA8;Q99JN2;Q9D2D9,Q99JN2;Q9D2D9;Q91XA8,KLD8A_MOUSE;KLD8B_MOUSE;KLH22_MOUSE,Klhdc8a;Klhdc8b;Klhl22,Kelch domain-containing protein 8A,0.0,35132.0,
287,Q9Z2X8,Q9Z2X8,KEAP1_MOUSE,Keap1,Kelch-like ECH-associated protein 1,0.0,39431.7,
288,Q61765,Q61765,K1H1_MOUSE,Krt31,"Keratin, type I cuticular Ha1",0.0,0.0,
289,B1AQ75,B1AQ75,KRT36_MOUSE,Krt36,"Keratin, type I cuticular Ha6",0.0,32105.2,
290,Q3TRJ4,Q3TRJ4,K1C26_MOUSE,Krt26,"Keratin, type I cytoskeletal 26",0.0,0.0,
291,Q8VED5,Q8VED5,K2C79_MOUSE,Krt79,"Keratin, type II cytoskeletal 79",0.0,237955.0,
292,Q8K274,Q8K274,KT3K_MOUSE,Fn3krp,Ketosamine-3-kinase,0.0,15771.1,
293,Q9WU01,Q9WU01,KHDR2_MOUSE,Khdrbs2,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",0.0,130292.0,
294,Q9R226,Q9R226,KHDR3_MOUSE,Khdrbs3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",0.0,360809.0,
295,Q3TCX3,Q3TCX3,KHDC4_MOUSE,Khdc4,KH homology domain-containing protein 4,0.0,134132.0,
296,Q6ZPU9,Q6ZPU9,KBP_MOUSE,Kifbp,KIF-binding protein,0.0,27907.5,
297,Q3UVC0,Q3UVC0,KSR2_MOUSE,Ksr2,Kinase suppressor of Ras 2,0.0,34945.7,
298,P70188,P70188,KIFA3_MOUSE,Kifap3,Kinesin-associated protein 3,0.0,31160.5,
299,L0N7N1;Q80TF6;Q9WV04,L0N7N1;Q9WV04;Q80TF6,KIF14_MOUSE;KIF9_MOUSE;STAR9_MOUSE,Kif14;Kif9;Stard9,Kinesin-like protein KIF14,0.0,190684.0,
300,Q61001,Q61001,LAMA5_MOUSE,Lama5,Laminin subunit alpha-5,0.0,13835.1,
301,P02468,P02468,LAMC1_MOUSE,Lamc1,Laminin subunit gamma-1,0.0,144598.0,
302,Q6A0A2,Q6A0A2,LAR4B_MOUSE,Larp4b,La-related protein 4B,0.0,31113.0,
303,Q8BN59,Q8BN59,LARP6_MOUSE,Larp6,La-related protein 6,0.0,24228.6,
304,Q05CL8,Q05CL8,LARP7_MOUSE,Larp7,La-related protein 7,0.0,26724.9,
305,Q3UMG5,Q3UMG5,LRCH2_MOUSE,Lrch2,Leucine-rich repeat and calponin homology domain-containing protein 2,0.0,41619.1,
306,Q505F5,Q505F5,LRC47_MOUSE,Lrrc47,Leucine-rich repeat-containing protein 47,0.0,40853.9,
307,Q7TMC8,Q7TMC8,FCSK_MOUSE,Fcsk,L-fucose kinase,0.0,22874.3,
308,Q8BZL8;Q924W9,Q924W9;Q8BZL8,LMO3_MOUSE;RBTN1_MOUSE,Lmo1;Lmo3,LIM domain only protein 3,0.0,32440.9,
309,P70662,P70662,LDB1_MOUSE,Ldb1,LIM domain-binding protein 1,0.0,131163.0,
310,P32067,P32067,LA_MOUSE,Ssb,Lupus La protein homolog,0.0,147348.0,
311,P11438,P11438,LAMP1_MOUSE,Lamp1,Lysosome-associated membrane glycoprotein 1,0.0,0.0,
312,Q9QZ04,Q9QZ04,MAGL2_MOUSE,Magel2,MAGE-like protein 2,0.0,22685.6,
313,Q6PDM1,Q6PDM1,MSL1_MOUSE,Msl1,Male-specific lethal 1 homolog,0.0,22372.0,
314,A2AJX4,A2AJX4,MALR1_MOUSE,Malrd1,MAM and LDL-receptor class A domain-containing protein 1,0.0,0.0,
315,P28667,P28667,MRP_MOUSE,Marcksl1,MARCKS-related protein,0.0,5680.11,
316,Q924H2,Q924H2,MED15_MOUSE,Med15,Mediator of RNA polymerase II transcription subunit 15,0.0,63782.5,
317,P41242,P41242,MATK_MOUSE,Matk,Megakaryocyte-associated tyrosine-protein kinase,0.0,21251.4,
318,Q6PCZ4,Q6PCZ4,MAGE1_MOUSE,Magee1,Melanoma-associated antigen E1,0.0,10846.0,
319,Q8K4B0,Q8K4B0,MTA1_MOUSE,Mta1,Metastasis-associated protein MTA1,0.0,34790.2,
320,Q9R190,Q9R190,MTA2_MOUSE,Mta2,Metastasis-associated protein MTA2,0.0,39354.3,
321,Q99J09,Q99J09,MEP50_MOUSE,Wdr77,Methylosome protein 50,0.0,27803.5,
322,Q91VN4,Q91VN4,MIC25_MOUSE,Chchd6,MICOS complex subunit Mic25,0.0,9520.33,
323,Q9EQM6,Q9EQM6,DGCR8_MOUSE,Dgcr8,Microprocessor complex subunit DGCR8,0.0,14915.5,
324,Q69ZZ9,Q69ZZ9,K0754_MOUSE,Macf1,"Microtubule-actin cross-linking factor 1, isoforms 6/7",0.0,26574.4,
325,Q9DAM5,Q9DAM5,TPC_MOUSE,Slc25a19,Mitochondrial thiamine pyrophosphate carrier,0.0,22029.8,
326,P63085,P63085,MK01_MOUSE,Mapk1,Mitogen-activated protein kinase 1,0.0,7728.68,
327,Q61831;Q9WTU6,Q61831;Q9WTU6,MK09_MOUSE;MK10_MOUSE,Mapk10;Mapk9,Mitogen-activated protein kinase 10,0.0,18628.9,
328,O35099,O35099,M3K5_MOUSE,Map3k5,Mitogen-activated protein kinase kinase kinase 5,0.0,56613.5,
329,Q61161,Q61161,M4K2_MOUSE,Map4k2,Mitogen-activated protein kinase kinase kinase kinase 2,0.0,19772.3,
330,Q9WVA3,Q9WVA3,BUB3_MOUSE,Bub3,Mitotic checkpoint protein BUB3,0.0,37324.6,
331,P70340;P97454;Q62432;Q8BUN5;Q9JIW5,P70340;P97454;Q62432;Q8BUN5;Q9JIW5,SMAD1_MOUSE;SMAD2_MOUSE;SMAD3_MOUSE;SMAD5_MOUSE;SMAD9_MOUSE,Smad1;Smad2;Smad3;Smad5;Smad9,Mothers against decapentaplegic homolog 1,0.0,41432.3,
332,P59114,P59114,CAPAM_MOUSE,Pcif1,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase,0.0,94424.8,
333,Q9D0L8,Q9D0L8,MCES_MOUSE,Rnmt,mRNA cap guanine-N7 methyltransferase,0.0,318123.0,
334,Q8C570,Q8C570,RAE1L_MOUSE,Rae1,mRNA export factor,0.0,10407.9,
335,Q91YD3,Q91YD3,DCP1A_MOUSE,Dcp1a,mRNA-decapping enzyme 1A,0.0,12359.7,
336,Q62504,Q62504,MINT_MOUSE,Spen,Msx2-interacting protein,0.0,44854.0,
337,Q9JKP5,Q9JKP5;Q8R003,MBNL1_MOUSE,Mbnl1,Muscleblind-like protein 1,0.0,107180.0,
338,P59759,P59759,MRTFB_MOUSE,Mrtfb,Myocardin-related transcription factor B,0.0,29955.4,
339,Q63943,Q60929;Q63943;Q8CFN5,MEF2D_MOUSE,Mef2d,Myocyte-specific enhancer factor 2D,0.0,23258.7,
340,Q9Z2C4,Q9Z2C4,MTMR1_MOUSE,Mtmr1,Myotubularin-related protein 1,0.0,13875.3,
341,Q9QZ08,Q9QZ08,NAGK_MOUSE,Nagk,N-acetyl-D-glucosamine kinase,0.0,15781.3,
342,Q8BU40,Q8BU40,NAL4A_MOUSE,Nlrp4a,"NACHT, LRR and PYD domains-containing protein 4A",0.0,0.0,
343,Q6PDS3,Q6PDS3,SARM1_MOUSE,Sarm1,NAD(+) hydrolase SARM1,0.0,28023.4,
344,Q9DBH0,Q9DBH0,WWP2_MOUSE,Wwp2,NEDD4-like E3 ubiquitin-protein ligase WWP2,0.0,29619.9,
345,P54729,P54729,NUB1_MOUSE,Nub1,NEDD8 ultimate buster 1,0.0,10060.9,
346,Q8C878,Q8C878,UBA3_MOUSE,Uba3,NEDD8-activating enzyme E1 catalytic subunit,0.0,10575.8,
347,Q8VBW6,Q8VBW6,ULA1_MOUSE,Nae1,NEDD8-activating enzyme E1 regulatory subunit,0.0,14823.8,
348,P19426,P19426,NELFE_MOUSE,Nelfe,Negative elongation factor E,0.0,36411.9,
349,Q6R891,Q6R891,NEB2_MOUSE,Ppp1r9b,Neurabin-2,0.0,22839.7,
350,Q5NCX5,Q5NCX5,NEUL4_MOUSE,Neurl4,Neuralized-like protein 4,0.0,20293.4,
351,P63239,P63239,NEC1_MOUSE,Pcsk1,Neuroendocrine convertase 1,0.0,18509.9,
352,Q6PFX7,Q6PFX7,NYAP1_MOUSE,Nyap1,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1,0.0,6794.07,
353,Q8BY02,Q8BY02,NKRF_MOUSE,Nkrf,NF-kappa-B-repressing factor,0.0,161689.0,
354,P10493,P10493,NID1_MOUSE,Nid1,Nidogen-1,0.0,39309.9,
355,O88322,O88322,NID2_MOUSE,Nid2,Nidogen-2,0.0,18061.1,
356,Q80TM9,Q80TM9,NISCH_MOUSE,Nisch,Nischarin,0.0,29093.8,
357,Q9D6T0,Q9D6T0,NOSIP_MOUSE,Nosip,Nitric oxide synthase-interacting protein,0.0,28952.7,
358,P30415,P30415,NKTR_MOUSE,Nktr,NK-tumor recognition protein,0.0,19638.0,
359,Q3TL44,Q3TL44,NLRX1_MOUSE,Nlrx1,NLR family member X1,0.0,63106.4,
360,Q9CZ44,Q9CZ44,NSF1C_MOUSE,Nsfl1c,NSFL1 cofactor p47,0.0,37400.4,
361,Q8BZR9,Q8BZR9,NCBP3_MOUSE,Ncbp3,Nuclear cap-binding protein subunit 3,0.0,29665.5,
362,Q8BTS4,Q8BTS4,NUP54_MOUSE,Nup54,Nuclear pore complex protein Nup54,0.0,23952.6,
363,Q8R480,Q8R480,NUP85_MOUSE,Nup85,Nuclear pore complex protein Nup85,0.0,0.0,
364,Q6PFD9,Q6PFD9,NUP98_MOUSE,Nup98,Nuclear pore complex protein Nup98-Nup96,0.0,21667.6,
365,P70365,P70365,NCOA1_MOUSE,Ncoa1,Nuclear receptor coactivator 1,0.0,114884.0,
366,Q61026,Q61026,NCOA2_MOUSE,Ncoa2,Nuclear receptor coactivator 2,0.0,61062.0,
367,Q91W39,Q91W39,NCOA5_MOUSE,Ncoa5,Nuclear receptor coactivator 5,0.0,515731.0,
368,Q9WU42,Q9WU42,NCOR2_MOUSE,Ncor2,Nuclear receptor corepressor 2,0.0,28403.1,
369,Q91V36,Q91V36,NRBP2_MOUSE,Nrbp2,Nuclear receptor-binding protein 2,0.0,27690.8,
370,Q80XU3,Q80XU3,NUCKS_MOUSE,Nucks1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,0.0,50052.4,
371,Q8C163,Q8C163,EXOG_MOUSE,Exog,"Nuclease EXOG, mitochondrial",0.0,50836.0,
372,Q9D6Z1,Q9D6Z1,NOP56_MOUSE,Nop56,Nucleolar protein 56,0.0,45541.9,
373,P70318,P52912;P70318,TIAR_MOUSE,Tial1,Nucleolysin TIAR,0.0,176001.0,
374,Q8R2U0,Q8R2U0,SEH1_MOUSE,Seh1l,Nucleoporin SEH1,0.0,31500.5,
375,Q9DCM7,Q9DCM7,NACC2_MOUSE,Nacc2,Nucleus accumbens-associated protein 2,0.0,20485.9,
376,Q8R1N4,Q8R1N4,NUDC3_MOUSE,Nudcd3,NudC domain-containing protein 3,0.0,6682.83,
377,Q9CZ30,Q9CZ30,OLA1_MOUSE,Ola1,Obg-like ATPase 1,0.0,10880.5,
378,Q7M750,Q7M750,OPALI_MOUSE,Opalin,Opalin,0.0,41429.8,
379,Q505D7,Q505D7,OPA3_MOUSE,Opa3,Optic atrophy 3 protein homolog,0.0,36654.3,
380,B2RRE7,B2RRE7,OTUD4_MOUSE,Otud4,OTU domain-containing protein 4,0.0,53218.6,
381,Q6IE21,Q6IE21,OTU6A_MOUSE,Otud6a,OTU domain-containing protein 6A,0.0,0.0,
382,S4R1M9,S4R1M9,OSB10_MOUSE,Osbpl10,Oxysterol-binding protein-related protein 10,0.0,16756.8,
383,Q9Z0P4,Q9Z0P4,PALM_MOUSE,Palm,Paralemmin-1,0.0,68218.4,
384,Q3ULF4,Q3ULF4,SPG7_MOUSE,Spg7,Paraplegin,0.0,17889.8,
385,Q9D0J8,Q9D0J8,PTMS_MOUSE,Ptms,Parathymosin,0.0,8581.2,
386,Q99NH2,Q99NH2,PARD3_MOUSE,Pard3,Partitioning defective 3 homolog,0.0,16593.3,
387,Q3TRM4,Q3TRM4,PLPL6_MOUSE,Pnpla6,Patatin-like phospholipase domain-containing protein 6,0.0,13226.8,
388,P58501,P58501,PAXB1_MOUSE,Paxbp1,PAX3- and PAX7-binding protein 1,0.0,78294.6,
389,Q9CR16,Q9CR16,PPID_MOUSE,Ppid,Peptidyl-prolyl cis-trans isomerase D,0.0,53289.7,
390,P30416,P30416,FKBP4_MOUSE,Fkbp4,Peptidyl-prolyl cis-trans isomerase FKBP4,0.0,17725.5,
391,Q64378,Q64378,FKBP5_MOUSE,Fkbp5,Peptidyl-prolyl cis-trans isomerase FKBP5,0.0,66714.9,
392,O35465,O35465,FKBP8_MOUSE,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8,0.0,46883.0,
393,O88492,O88492,PLIN4_MOUSE,Plin4,Perilipin-4,0.0,9273.09,
394,Q99LC9,Q99LC9,PEX6_MOUSE,Pex6,Peroxisome assembly factor 2,0.0,19123.3,
395,Q6P8I4,Q6P8I4,PCNP_MOUSE,Pcnp,PEST proteolytic signal-containing nuclear protein,0.0,655740.0,
396,Q9D4H9,Q9D4H9,PHF14_MOUSE,Phf14,PHD finger protein 14,0.0,52587.0,
397,Q99L43,Q99L43,CDS2_MOUSE,Cds2,Phosphatidate cytidylyltransferase 2,0.0,13463.3,
398,P59644,P59644,PI5PA_MOUSE,Inpp5j,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",0.0,39630.9,
399,Q8VD65,Q8VD65,PI3R4_MOUSE,Pik3r4,Phosphoinositide 3-kinase regulatory subunit 4,0.0,6368.8,
400,Q5SUR0,Q5SUR0,PUR4_MOUSE,Pfas,Phosphoribosylformylglycinamidine synthase,0.0,144460.0,
401,Q8BWR2,Q8BWR2,PITH1_MOUSE,Pithd1,PITH domain-containing protein 1,0.0,0.0,
402,Q6PDH0,Q6PDH0,PHLB1_MOUSE,Phldb1,Pleckstrin homology-like domain family B member 1,0.0,45882.4,
403,P57724,P57724,PCBP4_MOUSE,Pcbp4,Poly(rC)-binding protein 4,0.0,1714020.0,
404,Q3UEB3,Q3UEB3,PUF60_MOUSE,Puf60,Poly(U)-binding-splicing factor PUF60,0.0,718765.0,
405,Q8CCS6,Q8CCS6,PABP2_MOUSE,Pabpn1,Polyadenylate-binding protein 2,0.0,115623.0,
406,Q8VE62,Q8VE62,PAIP1_MOUSE,Paip1,Polyadenylate-binding protein-interacting protein 1,0.0,45575.8,
407,P17225,P17225,PTBP1_MOUSE,Ptbp1,Polypyrimidine tract-binding protein 1,0.0,210970.0,
408,Q91Z31,Q91Z31,PTBP2_MOUSE,Ptbp2,Polypyrimidine tract-binding protein 2,0.0,1359860.0,
409,Q8BHD7,P17225;Q8BHD7,PTBP3_MOUSE,Ptbp3,Polypyrimidine tract-binding protein 3,0.0,223961.0,
410,Q99LI9,Q99LI9,CLP1_MOUSE,Clp1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,0.0,65521.7,
411,P16390,P16390,KCNA3_MOUSE,Kcna3,Potassium voltage-gated channel subfamily A member 3,0.0,9807.47,
412,Q61923,Q61923,KCNA6_MOUSE,Kcna6,Potassium voltage-gated channel subfamily A member 6,0.0,7961.0,
413,Q9Z351,Q9Z351,KCNQ2_MOUSE,Kcnq2,Potassium voltage-gated channel subfamily KQT member 2,0.0,55903.7,
414,Q9JIG8,Q9JIG8,PRAF2_MOUSE,Praf2,PRA1 family protein 2,0.0,70558.4,
415,Q8K4P0,Q8K4P0,WDR33_MOUSE,Wdr33,pre-mRNA 3' end processing protein WDR33,0.0,194180.0,
416,Q99KP6,Q99KP6,PRP19_MOUSE,Prpf19,Pre-mRNA-processing factor 19,0.0,108673.0,
417,Q4FK66,Q4FK66,PR38A_MOUSE,Prpf38a,Pre-mRNA-splicing factor 38A,0.0,73806.8,
418,Q8BHS3,Q8BHS3,RBM22_MOUSE,Rbm22,Pre-mRNA-splicing factor RBM22,0.0,57322.9,
419,Q62083,Q62083,PICK1_MOUSE,Pick1,PRKCA-binding protein,0.0,32046.3,
420,Q9JJY4,Q9JJY4,DDX20_MOUSE,Ddx20,Probable ATP-dependent RNA helicase DDX20,0.0,31802.7,
421,Q8BXR1,Q8BXR1,S7A14_MOUSE,Slc7a14,Probable cationic amino acid transporter,0.0,27105.8,
422,Q9CXJ1,Q9CXJ1,SYEM_MOUSE,Ears2,"Probable glutamate--tRNA ligase, mitochondrial",0.0,41584.7,
423,Q9WTY1,Q9WTY1,PDCD7_MOUSE,Pdcd7,Programmed cell death protein 7,0.0,26018.4,
424,Q9WU79,Q9WU79,PROD_MOUSE,Prodh,"Proline dehydrogenase 1, mitochondrial",0.0,12259.0,
425,E9PYL2,E9PYL2,PRR12_MOUSE,Prr12,Proline-rich protein 12,0.0,26094.4,
426,P56942,P56942,MCH_MOUSE,Pmch,Pro-MCH,0.0,21771.8,
427,Q9QXV0,Q9QXV0,PCS1N_MOUSE,Pcsk1n,ProSAAS,0.0,31975.3,
428,Q9DB60,Q9DB60,PXL2B_MOUSE,Prxl2b,Prostamide/prostaglandin F synthase,0.0,25546.8,
429,P61290,P61290,PSME3_MOUSE,Psme3,Proteasome activator complex subunit 3,0.0,124581.0,
430,Q9Z2U1,Q9Z2U1,PSA5_MOUSE,Psma5,Proteasome subunit alpha type-5,0.0,0.0,
431,Q9Z2U0,Q9Z2U0,PSA7_MOUSE,Psma7,Proteasome subunit alpha type-7,0.0,0.0,
432,Q8CIG8,Q8CIG8,ANM5_MOUSE,Prmt5,Protein arginine N-methyltransferase 5,0.0,30819.2,
433,Q6PAK3,Q6PAK3,ANM8_MOUSE,Prmt8,Protein arginine N-methyltransferase 8,0.0,32350.0,
434,Q8CJG0,Q8CJF9;Q8CJG0;Q8CJG1,AGO2_MOUSE,Ago2,Protein argonaute-2,0.0,134381.0,
435,Q8CJF8;Q8CJF9,Q8CJF8;Q8CJF9,AGO3_MOUSE;AGO4_MOUSE,Ago3;Ago4,Protein argonaute-4,0.0,70232.7,
436,Q924A2,Q924A2,CIC_MOUSE,Cic,Protein capicua homolog,0.0,63567.2,
437,Q8K3W3,Q8K3W3,CASC3_MOUSE,Casc3,Protein CASC3,0.0,29543.2,
438,Q4VAA2,Q4VAA2,CDV3_MOUSE,Cdv3,Protein CDV3,0.0,24500.0,
439,Q80U30,Q80U30,CL16A_MOUSE,Clec16a,Protein CLEC16A,0.0,11858.6,
440,Q8BGC9,Q8BGC9,CREG2_MOUSE,Creg2,Protein CREG2,0.0,6867.15,
441,Q8BGZ2,Q8BGZ2,F168A_MOUSE,Fam168a,Protein FAM168A,0.0,357913.0,
442,Q8BR63,Q8BR63,F177A_MOUSE,Fam177a1,Protein FAM177A1,0.0,22656.6,
443,Q3TJZ6,Q3TJZ6;Q80VD1,FA98A_MOUSE,Fam98a,Protein FAM98A,0.0,85014.3,
444,Q80VD1,Q80VD1,FA98B_MOUSE,Fam98b,Protein FAM98B,0.0,36479.2,
445,Q8BUK6,Q8BUK6,HOOK3_MOUSE,Hook3,Protein Hook homolog 3,0.0,27471.2,
446,Q9D0R8,Q9D0R8,LSM12_MOUSE,Lsm12,Protein LSM12,0.0,342711.0,
447,Q8K2F8,Q8K2F8,LS14A_MOUSE,Lsm14a,Protein LSM14 homolog A,0.0,27118.5,
448,Q8CGC4,Q8CGC4,LS14B_MOUSE,Lsm14b,Protein LSM14 homolog B,0.0,13866.0,
449,P61327;Q9CQL1,P61327;Q9CQL1,MGN2_MOUSE;MGN_MOUSE,Magoh;Magohb,Protein mago nashi homolog,0.0,333106.0,
450,Q61074,Q61074,PPM1G_MOUSE,Ppm1g,Protein phosphatase 1G,0.0,35760.4,
451,Q3UYC0,Q3UYC0,PPM1H_MOUSE,Ppm1h,Protein phosphatase 1H,0.0,6913.96,
452,Q6NVE9,Q6NVE9,PPTC7_MOUSE,Pptc7,Protein phosphatase PTC7 homolog,0.0,33662.8,
453,Q8K4L4,Q8K4L4,POF1B_MOUSE,Pof1b,Protein POF1B,0.0,0.0,
454,Q8BSQ9,Q8BSQ9,PB1_MOUSE,Pbrm1,Protein polybromo-1,0.0,17284.1,
455,Q7TPM1,Q7TPM1,PRC2B_MOUSE,Prrc2b,Protein PRRC2B,0.0,33257.4,
456,Q3TLH4,Q3TLH4,PRC2C_MOUSE,Prrc2c,Protein PRRC2C,0.0,107607.0,
